id,link,sectors,severity,answers
312,https://elpais.com/espana/2023-10-22/la-borrasca-bernard-interrumpe-el-trafico-maritimo-en-el-estrecho-corta-la-autovia-de-cadiz-y-causa-danos-en-toda-andalucia.html,['Transporte'],{'Transporte': 0.5},"{6: 1.0, 8: 1.0}"
313,https://www.ideal.es/andalucia/ciclogenesis-explosiva-llega-andalucia-efectos-20231030113226-nt.html,[],{},{}
314,https://www.heraldo.es/noticias/aragon/zaragoza/2023/10/20/arcoiris-cielo-zaragoza-hoy-viernes-20octubre-2023-1685439.html,[],{},{}
315,https://www.milenio.com/estados/otis-vivo-trayectoria-ciclon-paso-mexico-26-octubre,[],{},{}
316,https://www.diariodesevilla.es/sevilla/temporal-agua-embalses-octubre-Sevilla-50-dias-consumoi_0_1841816202.html,[],{},{}
317,https://www.abc.es/espana/andalucia/borrasca-dana-lluvia-era-andalucia-20231023144025-nts.html,[],{},{}
318,https://www.diariodesevilla.es/sevilla/arboles-procesiones-caidas-Sevilla-borrasca-Bernard_0_1841216785.html,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
319,https://fuentesdeandalucia.org/el-ayuntamiento-solicita-que-el-municipio-sea-declarado-zona-catastrofica-ante-los-destrozos-causados-por-la-borrasca-bernard/,['Infraestructura digital'],{'Infraestructura digital': 0.6136363636363636},"{21: 1.0, 22: 0.25, 23: 1.0, 24: 1.0}"
320,https://elpais.com/espana/2023-10-23/un-muerto-en-huelva-por-el-paso-de-la-borrasca-bernard.html,"['Transporte', 'Sanidad']","{'Transporte': 0.4375, 'Sanidad': 0.16666666666666666}","{7: 0.75, 8: 1.0, 11: 0.5}"
321,https://www.andaluciacentro.com/sevilla/ecija/fuentes-de-andalucia/39414/fuentes-de-andalucia-pedira-la-declaracion-de-zona-catastrofica-por-la-borrasca-bernard,[],{},{}
322,https://cadenaser.com/andalucia/2023/10/23/mas-de-500-incidencias-en-sevilla-por-la-borrasca-bernard-radio-sevilla/,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
323,https://www.telecinco.es/noticias/sociedad/20231022/borrasca-bernard-afecta-cadiz-sevilla-huelva-caos-trenes-arboles_18_010774629.html,['Transporte'],{'Transporte': 0.5},"{7: 1.0, 8: 1.0}"
324,https://www.antena3.com/noticias/el-tiempo/actualidad/borrasca-bernard-directo-ultima-hora-lluvias-viento-oleaje-hoy_202310236536302832dc750001b59441.html,"['Transporte', 'Sanidad']","{'Transporte': 0.4375, 'Sanidad': 0.16666666666666666}","{7: 0.75, 8: 1.0, 11: 0.5}"
325,https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/bernard,['Transporte'],{'Transporte': 0.6875},"{5: 0.75, 6: 1.0, 8: 1.0}"
326,https://www.diarimes.com/es/camp-tarragona/231027/altafulla-avalua-les-afectacions-causades-pel-fort-onatge-passeig-maritim_136253.html,[],{},{}
327,https://www.diaridetarragona.com/costa/el-mar-se-la-tiene-jurada-a-altafulla-engulle-parte-del-paseo-OD17367867,[],{},{}
328,https://www.telecinco.es/noticias/catalunya/20231020/chiringuitos-destrozados-torredembarra-borrasca-aline-playa-tarragona_18_010760668.html,[],{},{}
329,https://www.europapress.es/sociedad/noticia-bernard-deja-vientos-huracanados-193-km-sierra-nevada-42-m2-hora-huelva-20231023113720.html,[],{},{}
330,https://cronicaglobal.elespanol.com/vida/20231025/vuelca-embarcacion-en-coma-ruga-muere-hermano-estado/804669841_0.html,['Sanidad'],{},{}
331,https://www.diarimes.com/es/camp-tarragona/231023/roda-bera-pide-ayuda-govern-para-reparar-los-danos-paseo_136008.html,[],{},{}
332,https://www.diaridetarragona.com/costa/salou-pierde-la-playa-en-el-primer-temporal-de-otono-DN17292199,[],{},{}
333,https://cronicaglobal.elespanol.com/vida/20230915/las-intensas-empiezan-en-cataluna-carreteras-tarragona/794670711_0.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
334,https://www.diaridetarragona.com/ebre/las-fuertes-lluvias-llegan-a-tarragona-y-cortan-la-n-340-en-amposta-BN16937879,['Transporte'],{'Transporte': 0.25},{8: 1.0}
335,https://www.diaridetarragona.com/tarragona/la-lluvia-amenaza-los-primeros-dias-de-actos-de-santa-tecla-GM16925311,[],{},{}
336,https://cronicaglobal.elespanol.com/vida/20230916/las-en-cataluna-de-sant-pere-ribes/794920662_0.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
337,https://www.elnacional.cat/es/sociedad/tiempo-hoy-catalunya-barcelona-directo_10377_126.html,[],{},{}
338,https://www.rtve.es/noticias/20230915/intensas-lluvias-alerta-espana-tormentas/2456035.shtml,['Transporte'],{'Transporte': 0.25},{8: 1.0}
339,https://www.lavanguardia.com/local/tarragona/20230919/9236976/masdenverge-reclama-rebajar-cauce-galera-atenuar-danos-aguaceros.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
340,https://www.diaridetarragona.com/costa/graves-inundaciones-en-torredembarra-tras-caer-mas-de-100-litros-por-metro-cuadrado-FG16986883,['Transporte'],{'Transporte': 0.375},"{7: 0.5, 8: 1.0}"
341,https://elpais.com/espana/catalunya/2023-09-21/mas-de-700000-catalanes-viven-en-zonas-inundables-fluviales.html,[],{},{}
342,https://www.elperiodico.com/es/tiempo/20230920/tiempo-ultima-hora-dana-lluvias-barcelona-catalunya-tarragona-alerta-directo-89148735,[],{},{}
343,https://www.elnacional.cat/es/sociedad/desactivan-el-plan-plano-inuncat-despues-de-lluvias-intensas-en-el-campo-de-tarragona-y-al-penedes_1096560_102.html,[],{},{}
344,https://www.antena3.com/noticias/el-tiempo/la-prevision/mercedes-martin-llega-frio-domingo-lluvias-fuertes_202310206532b24c32dc75000164d45b.html,[],{},{}
345,https://www.elperiodicodearagon.com/teruel/2023/06/03/fuerte-tormenta-teruel-provoca-multiples-avisos-inundaciones-ciudad-88269927.html,[],{},{}
346,https://www.diariodeteruel.es/teruel/una-fuerte-tromba-de-agua-sobre-teruel-obliga-a-realizar-una-quincena-de-salidas-a-los-bomberos,[],{},{}
347,https://www.aragondigital.es/articulo/teruel/una-tromba-de-agua-en-teruel-deja-una-quincena-de-avisos-por-inundaciones/20230604100000810145.html,[],{},{}
348,https://www.heraldo.es/noticias/aragon/teruel/2023/06/04/la-tormenta-de-teruel-deja-una-treintena-de-ascensores-estropeados-y-decenas-de-bajos-inundados-1656499.html,[],{},{}
349,https://elpais.com/espana/2023-07-07/los-estragos-de-la-tormenta-de-zaragoza-cientos-de-vecinos-sin-luz-carreteras-cortadas-y-colegios-destrozados.html,"['Energia', 'Transporte']","{'Energia': 0.5357142857142857, 'Transporte': 0.25}","{0: 0.75, 1: 0.75, 8: 1.0}"
350,https://cadenaser.com/aragon/2023/07/06/graves-danos-en-el-bajo-aragon-por-las-tormentas-radio-zaragoza/,"['Energia', 'Transporte']","{'Energia': 0.47619047619047616, 'Transporte': 0.5}","{0: 0.5, 1: 1.0, 7: 1.0, 8: 1.0}"
351,https://www.elmundo.es/espana/2023/07/08/64a93a97e4d4d8d7478b4571.html,"['Transporte', 'Sanidad']","{'Transporte': 0.25, 'Sanidad': 0.3333333333333333}","{8: 1.0, 10: 0.75, 11: 0.25}"
352,https://www.eldiario.es/castilla-la-mancha/provincias/toledo/inundaciones-localidad-toledana-consuegra-abre-oficina-damnificados_1_10270192.html,[],{},{}
353,https://www.cmmedia.es/noticias/castilla-la-mancha/fuertes-tormentas-dejan-trombas-agua-e-inundaciones-pueblos-castilla-mancha.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.25, 'Agua y Alimentos': 0.5833333333333334}","{8: 1.0, 14: 1.0, 16: 0.75}"
354,https://www.eloccidental.com.mx/local/lemus-y-frangie-confian-que-trabajos-en-canal-de-patria-eviten-inundaciones-10179130.html,[],{},{}
355,https://www.elespanol.com/eldigitalcastillalamancha/region/toledo/20230621/tromba-granizo-provoca-incidentes-toledo-inundaciones-arboles/773173064_0.html,[],{},{}
356,https://www.elespanol.com/eldigitalcastillalamancha/region/toledo/20230928/catedra-tajo-alerta-inundaciones-iran-toledo-propone-soluciones/797920245_0.html,[],{},{}
357,https://cadenaser.com/castillalamancha/2023/09/28/que-se-puede-hacer-para-evitar-danos-en-la-proxima-dana-ser-toledo/,[],{},{}
358,https://www.cmmedia.es/noticias/castilla-la-mancha/plazos-ayuda-dana-toledo.html,[],{},{}
359,https://www.castillalamancha.es/actualidad/notasdeprensa/el-gobierno-regional-valora-la-r%C3%A1pida-respuesta-la-solicitud-de-ayudas-para-municipios-afectados-por,['Transporte'],{'Transporte': 0.25},{8: 1.0}
360,https://efe.com/castilla-la-mancha/2023-09-21/danos-dana-300-millones/,[],{},{}
361,https://www.latribunadetoledo.es/noticia/z0f008e0a-d654-f3a8-14a152e99f91a255/202310/toledo-pide-a-la-cht-solucion-en-azucaica-amianto-y-azudes,[],{},{}
362,https://www.encastillalamancha.es/castilla-la-mancha-cat/toledo/video-la-lluvia-deja-mas-inundaciones-en-toledo-azucaica-el-barrio-mas-castigado/,['Aguas Residuales'],{'Aguas Residuales': 1.0},"{17: 1.0, 18: 1.0, 19: 1.0}"
363,https://cadenaser.com/castillalamancha/2023/10/23/la-borrasca-bernard-deja-calles-inundadas-en-varios-barrios-de-toledo-los-vecinos-de-azucaica-piden-soluciones-ser-toledo/,['Aguas Residuales'],{'Aguas Residuales': 1.0},"{17: 1.0, 18: 1.0, 19: 1.0}"
364,https://www.elespanol.com/eldigitalcastillalamancha/region/20231023/toda-castilla-la-mancha-alerta-lunes-viento-lluvias-intensas-toledo/804169589_0.html,[],{},{}
365,https://elpais.com/espana/2023-10-30/la-borrasca-ciaran-dejara-vientos-muy-fuertes-mala-mar-lluvias-y-nieve-en-las-montanas-a-partir-del-miercoles.html,[],{},{}
366,https://www.encastillalamancha.es/castilla-la-mancha-cat/toledo/toledo-miedo-desesperacion-vecinos-azucaica-inundaciones-estamos-hartos/,['Aguas Residuales'],{'Aguas Residuales': 1.0},"{17: 1.0, 18: 1.0, 19: 1.0}"
367,https://www.latribunadetoledo.es/noticia/z08556fe1-97fa-170a-a2ddb89fa427ce8e/202310/un-aliviadero-de-la-a-5-trae-en-jaque-a-un-vecino-de-otero,[],{},{}
368,https://ahoraclm.com/la-dana-de-septiembre-provoco-en-toledo-danos-por-valor-de-47-millones-de-euros,['Transporte'],{'Transporte': 0.25},{8: 1.0}
369,https://www.castillalamancha.es/actualidad/notasdeprensa/el-gobierno-regional-entrega-equipos-electr%C3%B3genos-y-bombas-para-inundaciones-29-entidades-locales,[],{},{}
370,https://www.elespanol.com/eldigitalcastillalamancha/region/toledo/20231205/preocupacion-constantes-inundaciones-pueblo-toledo-va-costar-caro/814918925_0.html,[],{},{}
371,https://www.latribunadetoledo.es/noticia/z7621e165-f1d0-ff29-8170ae805b830d8e/202312/el-desbordamiento-de-3-arroyos-inunda-fincas-en-n-502-y-cm4101,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.25, 'Agua y Alimentos': 0.6666666666666666}","{8: 1.0, 14: 1.0, 16: 1.0}"
372,https://www.elespanol.com/eldigitalcastillalamancha/region/toledo/20231201/madrugada-pesadilla-pareja-atrapada-agua-cerca-talavera-reina/813918774_0.html,[],{},{}
373,https://www.abc.es/espana/castilla-la-mancha/toledo/pueblos/policias-rescatan-dos-estudiantes-coche-riada-dejan-20231201163514-nt.html,[],{},{}
374,https://efectococuyo.com/la-humanidad/municipios-de-carabobo-afectados-por-fuertes-lluvias-de-este-30-de-mayo/,[],{},{}
375,https://efeverde.com/inundaciones-y-rescates-por-las-fuertes-lluvias-que-persisten-en-el-centro-y-este-peninsular/,[],{},{}
376,https://www.antena3.com/noticias/el-tiempo/actualidad/dana-continua-azotando-espana-deja-paisaje-catastrofico-valencia_20230527647232016cbd630001c945b3.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
377,https://primicia.com.ve/nacion/varias-familias-afectadas-por-desbordamiento-de-cano-en-valencia-video/,"['Energia', 'Transporte']","{'Energia': 0.11904761904761904, 'Transporte': 0.25}","{0: 0.25, 8: 1.0}"
378,https://www.eluniversal.com/venezuela/156409/afectadas-familias-tras-el-desbordamiento-de-cano-en-valencia,[],{},{}
379,https://www.miteco.gob.es/es/agua/temas/gestion-de-los-riesgos-de-inundacion/planes-gestion-riesgos-inundacion/objetivos_planes_gestion_ri.html,[],{},{}
380,https://www.larazon.es/sociedad/inundaciones-rescates-debido-precipitaciones-torrenciales_2023052664710c6eea31940001bda3a0.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.25, 'Agua y Alimentos': 0.6666666666666666}","{8: 1.0, 14: 1.0, 16: 1.0}"
381,https://www.elconfidencial.com/espana/2023-05-26/dana-lluvias-comunidades-alerta_3637260/,['Transporte'],{'Transporte': 0.25},{8: 1.0}
382,https://www.publico.es/sociedad/dana-causa-inundaciones-pais-valencia-y-pamplona.html,['Transporte'],{'Transporte': 0.4375},"{7: 0.75, 8: 1.0}"
383,https://www.antena3.com/noticias/sociedad/ultima-hora-temporal-dana-alerta-roja-madrid-inundaciones-valencia-confinamiento-tarragona_2023090364f45fc5714dff0001d13beb.html,"['Transporte', 'Sanidad']","{'Transporte': 0.75, 'Sanidad': 0.75}","{5: 1.0, 7: 1.0, 8: 1.0, 10: 1.0, 11: 0.75, 13: 1.0}"
384,https://valenciaplaza.com/lluvias-valencia,['Transporte'],{'Transporte': 0.375},"{7: 0.5, 8: 1.0}"
385,https://www.antena3.com/noticias/el-tiempo/actualidad/diluvio-comunidad-valenciana-dejan-inundaciones-numerosas-incidencias-sur-provincia-valencia_202309146502eac31fb4a6000131da13.html,[],{},{}
386,https://www.levante-emv.com/comunitat-valenciana/camp-de-turia/2023/09/17/gran-tromba-agua-acompanada-granizo-92210102.html,[],{},{}
387,https://www.20minutos.es/noticia/5172858/0/buscan-persona-arrastrada-agua-bicicleta-barranco/,['Transporte'],{'Transporte': 0.25},"{7: 0.5, 8: 0.5}"
388,https://www.lasprovincias.es/comunitat/el-tiempo/dana-irregular-deja-fuertes-trombas-valencia-litros-20230919184037-nt.html,[],{},{}
389,https://www.levante-emv.com/comunitat-valenciana/requena-utiel/2023/09/17/tormenta-barre-comarca-requena-utiel-92207029.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
390,https://www.20minutos.es/noticia/5174176/0/granizadas-tormentas-electricas-trombas-agua-inundaciones-los-efectos-dana-comunidad-valenciana/,['Transporte'],{'Transporte': 0.375},"{7: 0.5, 8: 1.0}"
391,https://www.lasprovincias.es/ribera-costera/albalat-ribera-algemesi-suspenden-clases-tras-tromba-20230914092555-nt.html,[],{},{}
392,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-reactiva-doble-alerta-lluvias-intensas-valencia-dana-bfa-20230913174327-nt.html,[],{},{}
393,https://www.valenciaextra.com/es/el-tiempo/cuando-volvera-llover-en-valencia-prevision-meteorologica_525393_102.html,[],{},{}
394,https://www.informacion.es/alicante/2023/09/18/dana-adelanta-comunidad-valenciana-92250684.html,[],{},{}
395,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-anuncia-lluvias-intensas-llegada-dana-valencia-20230915180008-nt.html,[],{},{}
396,https://www.levante-emv.com/comunitat-valenciana/2023/09/13/semana-dana-92001859.html,[],{},{}
397,https://www.lasprovincias.es/comunitat/el-tiempo/primeras-alertas-dana-aemet-preve-horas-fuerte-lluvias-valencia-20230918182217-nt.html,[],{},{}
398,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-activa-alerta-amarilla-valencia-preve-lluvias-20230911180016-nt.html,[],{},{}
399,https://www.lasprovincias.es/comunitat/directo-temporal-lluvias-azota-comunitat-valenciana-20230915164442-di.html,[],{},{}
400,https://www.rtve.es/noticias/20230917/intensas-lluvias-provocan-incidencias-castellon-valencia-alerta-naranja/2456177.shtml,['Transporte'],{'Transporte': 0.1875},{7: 0.75}
401,https://www.lasprovincias.es/comunitat/lluvia-afecta-comunitat-primera-hora-ceba-aeropuerto-20230915092823-nt.html,['Transporte'],{'Transporte': 0.5},"{5: 1.0, 8: 1.0}"
402,https://www.elimpulso.com/tag/el-lago-de-valencia/,[],{},{}
403,https://noticiasdeaqui.co/2023/09/13/denuncian-que-crecida-del-lago-de-valencia-afecta-a-familias-de-maracay/,[],{},{}
404,https://elpais.com/espana/2023-09-17/la-alerta-naranja-deja-fuertes-tormentas-en-castellon-valencia-y-huesca.html,['Transporte'],{'Transporte': 0.0},{7: 0.0}
405,https://www.elperiodicoextremadura.com/extremadura/2023/09/16/trombas-agua-valencia-de-alcantara-extremadura-92164982.html,[],{},{}
406,https://www.levante-emv.com/comunitat-valenciana/2023/09/19/dana-descarga-fuerza-mitad-norte-92306156.html,[],{},{}
407,https://elpais.com/espana/2023-09-18/una-dana-dejara-fuertes-lluvias-en-el-este-baleares-y-martes-y-miercoles-y-un-frente-barrera-el-pais-el-jueves.html,[],{},{}
408,https://www.elmundo.es/espana/2023/09/20/650a8a5c21efa0aa138b45b5.html,"['Transporte', 'Agua y Alimentos']","{'Transporte': 0.1875, 'Agua y Alimentos': 0.6666666666666666}","{8: 0.75, 14: 1.0, 16: 1.0}"
409,https://www.valenciaextra.com/es/el-tiempo/nueva-dana-llega-valencia-proxima-semana_525470_102.html,[],{},{}
410,https://www.larazon.es/el-tiempo/dana-dejara-lluvias-torrenciales-fuertes-tormentas-granizo-todas-estas-zonas-espana_2024082866cecd3b1dd4400001785755.html,[],{},{}
411,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-actualiza-prevision-dana-anuncia-varios-cambios-valencia-20230919175100-nt.html,[],{},{}
412,https://www.levante-emv.com/comunitat-valenciana/2023/09/16/nueva-dana-miercoles-jueves-92138736.html,[],{},{}
413,https://www.lasprovincias.es/comunitat/el-tiempo/municipios-valencianos-lloviendo-dana-20230919172358-nt.html,[],{},{}
414,https://www.levante-emv.com/comunitat-valenciana/2023/08/27/ultimo-semana-agosto-deja-truenos-91380597.html,['Transporte'],{'Transporte': 0.0625},{7: 0.25}
415,https://www.tiempo.com/ram/avisos-episodio-fuertes-tormentas-intensas-lluvias-granizo.html,[],{},{}
416,https://www.noticiascv.com/las-tormentas-obligan-a-30-intervenciones-bomberos-provincia-valencia/,[],{},{}
417,https://valenciaplaza.com/leliana-estudia-solicitar-declaracion-zona-catastrofica-tras-tormenta,"['Energia', 'Infraestructura digital']","{'Energia': 0.5952380952380952, 'Infraestructura digital': 0.4090909090909091}","{0: 0.75, 1: 1.0, 20: 1.0, 21: 0.75, 24: 1.0}"
418,https://www.lasprovincias.es/comunitat/el-tiempo/primeras-tormentas-lluvias-dejan-lm2-apenas-media-20230826185320-nt.html,[],{},{}
419,https://www.levante-emv.com/comunitat-valenciana/2023/08/27/lluvias-granizo-valencia-hoy-tiempo-domingo-dv-91391731.html,[],{},{}
420,https://www.lasprovincias.es/comunitat/el-tiempo/dana-llegara-comunitat-valenciana-lluvias-fuertes-tormentas-granizo-vendaval-20230831142104-nt.html,[],{},{}
421,https://www.lasprovincias.es/comunitat/el-tiempo/aemet-lluvias-granizo-valencia-20230826102229-nt.html,[],{},{}
422,https://www.levante-emv.com/comunitat-valenciana/2023/08/31/llega-dana-afectara-valencia-dv-91531539.html,[],{},{}
423,https://www.tiempo.com/ram/temporal-otonal-precipitaciones-sequia.html,[],{},{}
424,https://efe.com/espana/2023-08-28/diez-comunidades-alerta-viento-lluvia-tormentas/,"['Transporte', 'Sanidad']",{'Transporte': 0.75},"{5: 1.0, 6: 1.0, 7: 0.0, 8: 1.0}"
425,https://www.valenciaextra.com/es/el-tiempo/temporal-betty-emergencias-activa-alerta-naranja-comunitat-valenciana_524881_102.html,[],{},{}
426,https://efe.com/cultura/2023-08-27/suspendido-concierto-rauw-alejandro-palma/,['Transporte'],{'Transporte': 0.25},{5: 1.0}
427,https://www.zaragoza.es/sede/servicio/noticia/324335,[],{},{}
428,https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/19/diluvio-con-granizo-a-paladas-entre-carinena-paniza-y-encinacorba-en-plena-vendimia-1678906.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
429,https://www.eltiempo.es/noticias/granizo-como-pelotas-de-tenis-y-tormentas-electricas-de-infarto,['Transporte'],{'Transporte': 0.0},{7: 0.0}
430,https://www.eluniversal.com.mx/estados/tula-donde-el-miedo-se-niega-a-irse/,['Aguas Residuales'],{'Aguas Residuales': 0.8823529411764706},"{17: 1.0, 19: 1.0}"
431,https://www.elperiodicodearagon.com/aragon/2023/09/19/tromba-agua-granizo-inunda-calles-paniza-92302456.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
432,https://www.heraldo.es/noticias/aragon/2023/09/19/prevision-tiempo-aragon-dana-lluvias-zaragoza-huesca-teruel-1678734.html,[],{},{}
433,https://www.heraldo.es/noticias/aragon/zaragoza/2023/09/14/consorcio-danos-cien-millones-euros-tormenta-aragon-1677762.html,[],{},{}
434,https://www.lavozdegalicia.es/noticia/coruna/vivir-coruna/2023/10/31/comarca-coruna-alerta-viento-lluvias-seran-peores-horas/00031698763055224673651.htm,[],{},{}
435,https://efeverde.com/borrasca-ciaran/,[],{},{}
436,https://www.aemet.es/en/conocermas/borrascas/2023-2024/estudios_e_impactos/aline,['Transporte'],{'Transporte': 0.75},"{6: 1.0, 7: 1.0, 8: 1.0}"
437,https://www.antena3.com/noticias/el-tiempo/actualidad/consecuencias-borrasca-celine-galicia-comunidad-mas-afectada-456-incidencias_20231029653eaa2e32dc7500014e9e9e.html,[],{},{}
438,https://www.laopinioncoruna.es/coruna/2023/11/03/coruna-cumple-22-dias-lluvia-94146579.html,"['Energia', 'Transporte']","{'Energia': 0.23809523809523808, 'Transporte': 0.3125}","{0: 0.5, 5: 0.75, 8: 0.5}"
439,https://www.elidealgallego.com/articulo/a-coruna/temporal-obliga-cerrar-trafico-paseo-maritimo-4510241,['Transporte'],{'Transporte': 0.0},{8: 0.0}
440,https://www.lavozdegalicia.es/noticia/coruna/2023/10/26/lluvia-acumulada-octubre-coruna-0-140-13-dias/00031698314404290652325.htm,[],{},{}
441,https://as.com/actualidad/sociedad/vientos-de-150-kmh-trenes-cancelados-problemas-aereos-los-efectos-de-la-borrasca-ciaran-n/,"['Energia', 'Transporte', 'Sanidad']","{'Energia': 0.47619047619047616, 'Transporte': 0.5}","{0: 0.75, 1: 0.5, 5: 1.0, 7: 1.0}"
442,https://www.infobae.com/america/mundo/2023/11/08/panico-en-un-crucero-al-menos-100-heridos-en-medio-de-una-tempestad-en-el-atlantico-norte/,['Transporte'],{'Transporte': 0.1875},{6: 0.75}
443,https://www.elperiodico.com/es/temas/tormentas-1840316,[],{},{}
444,https://www.laopinioncoruna.es/galicia/2023/11/06/galicia-espera-empeoramiento-tiempo-lunes-94257338.html,[],{},{}
445,https://www.laopinioncoruna.es/coruna/2023/11/06/borrascas-ciaran-domingos-coruna-200-94271326.html,[],{},{}
446,https://www.rtve.es/noticias/20230530/lluvias-provocan-inundaciones-sureste-peninsular/2448005.shtml,[],{},{}
447,https://www.todoalicante.es/alicante-provincia/provincia-entra-alerta-amarilla-riesgo-tormentas-granizo-20230918072240-nt.html,[],{},{}
448,https://www.elespanol.com/alicante/vivir/20230915/tormenta-estatica-sur-alicante-lluvias-intensas-prevision-dia/794420589_0.html,[],{},{}
449,https://diariodealicante.net/temporal-alicante-tormentas-anclan-elche/,['Transporte'],{'Transporte': 0.375},"{5: 0.75, 8: 0.75}"
450,https://www.canalsur.es/noticias/andalucia/almeria/mayo-ha-sido-el-mes-mas-lluvioso-de-los-ultimos-55-anos-en-almeria-capital/1940025.html,[],{},{}
451,https://www.eltiempo.es/noticias/prevision-tiempo-febrero-espana,[],{},{}
452,https://www.diariodealmeria.es/provincia/primera-Almeria-nevada_0_1760224145.html,['Transporte'],{'Transporte': 0.25},{8: 1.0}
453,https://www.eldiario.es/andalucia/el_tiempo/andalucia-temporal-regresa-riesgo-viento-lluvia-mano-borrascas-ciaran-domingos_1_10652224.html,[],{},{}
454,https://www.elindependientedegranada.es/ciudadania/avisos-naranja-amarillo-jueves-toda-provincia-fuertes-vientos-llegada-borrasca-ciaran,[],{},{}
455,https://blogs.diariosur.es/tormentas-y-rayos/2023/10/30/la-primera-ciclogenesis-explosiva-del-otono-dara-lugar-a-una-potente-borrasca-con-nombre-ciaran/,[],{},{}
456,https://www.diariodealmeria.es/almeria/tiempo-Almeria-fuertes-vientos-provincia_0_1843917436.html,[],{},{}
457,https://www.diariodealmeria.es/almeria/Almeria-alerta-viento-registrado-rachas_0_1844516192.html,['Transporte'],{'Transporte': 0.1875},{6: 0.75}
458,https://almeria360.com/actualidad/prevista-alerta-naranja-por-vientos-y-oleaje-en-poniente-levante-y-almeria-capital-este-jueves/,[],{},{}
459,https://www.elcorreo.com/alava/araba/chaparrones-fuertes-granizadas-afectan-parte-llanada-alavesa-20230706175320-nt.html,[],{},{}
460,https://www.gasteizhoy.com/cuantos-litros-cayeron-este-jueves-en-vitoria-y-alava/,[],{},{}
461,https://www.elcorreo.com/alava/araba/fortisima-granizada-colapsa-vitoria-inunda-calles-causa-20230706212152-nt.html,[],{},{}
462,https://www.elcorreo.com/alava/araba/diputacion-alava-plantea-ayudas-extraordinarias-agricultores-tras-tormentas-granizo-20230707151541-nt.html,[],{},{}
463,https://efeverde.com/fallecido-asturias-tractor-zona-inundada/,[],{},{}
464,https://www.lavozdeasturias.es/noticia/asturias/2023/01/20/desactivado-plan-inundaciones-mejora-caudales-meteorologia/00031674221205850287123.htm,[],{},{}
465,https://www.elcomercio.es/asturias/temporal-asturias-rios-inundaciones-pravia-plantaciones-kiwis-principado-desactiva-alerta-20230120203322-nt.html,['Agua y Alimentos'],{'Agua y Alimentos': 0.6666666666666666},"{14: 1.0, 16: 1.0}"
466,https://www.rtpa.es/noticias-asturias:Cortado-el-acceso-al-puente-de-Quinzanas-por-la-crecida-del-rio-Narcea_111674292732.html,['Transporte'],{'Transporte': 0.1875},{8: 0.75}
467,https://www.elcomercio.es/asturias/mas-concejos/pravia-inundaciones-crecida-rios-temporal-asturias-fotos-20230120204525-ga.html,[],{},{}
468,https://cadenaser.com/nacional/2023/09/20/la-dana-se-aleja-y-abre-paso-a-un-nuevo-frente-que-amenaza-a-la-peninsula-con-fuertes-lluvias-y-tormentas-cadena-ser/,[],{},{}
469,https://www.rtve.es/noticias/20230920/tiempo-dana-espana-tormentas-fuertes-precipitaciones/2456371.shtml,['Transporte'],{'Transporte': 0.5},"{6: 1.0, 8: 1.0}"
470,https://www.elconfidencial.com/espana/2023-10-30/alerta-aemet-borrasca-espana-jueves-vientos-lluvias_3764082/,[],{},{}
471,https://www.lne.es/asturias/2023/11/03/ciaran-asturias-alerta-roja-vientos-94159078.html,['Transporte'],{'Transporte': 0.6875},"{5: 0.75, 7: 1.0, 8: 1.0}"
472,https://www.elcomercio.es/asturias/tiempo-hara-miercoles-octubre-asturias-gijon-oviedo-aviles-picos-europa-covadonga-aviles-20231024221053-nt.html,[],{},{}
473,https://www.elcomercio.es/asturias/tiempo-hara-sabado-28-octubre-asturias-gijon-oviedo-aviles-picos-europa-covadonga-20231027161442-nt.html,[],{},{}
474,https://www.ondacero.es/noticias/sociedad/que-tiempo-hara-puente-todos-santos-2023-prevision-aemet_20231027653b8d27a1cbe00001894aea.html,[],{},{}
475,https://www.tvavila.icrt.cu/lamenta-primer-ministro-perdida-humana-y-material-en-oriente-de-cuba/,['Energia'],{'Energia': 0.5357142857142857},"{0: 0.75, 1: 0.75}"
